89,I have my own webpage!   I love being petted!
90,I have my own webpage!   I love to sit in laps!
91,"Kneesha is a special little dog who is happy with a simple life. Her foster dad says She doesn't require much. She's always happy to see me when I get home. She likes to jump right into my lap and cuddle up with me in the chair watching TV. It can take her a while to warm up to new people but she always comes around. And she is house trained!   While at the shelter, Kneesha had surgery on her knees, so she doesn't need a lot of exercise, but she gets around great now! She's happy to go for short potty breaks and then cuddle up with her favorite person!   Want to learn more about this sweet little lady? Email her foster dad at r0senberger@yahoo.com"
92,"This silly little lady is ready for her forever home!  Snow is very sweet and intelligent, and once she knows you, she shows her true friendly, adorable self!   She likes being active and she has plenty of energy to run and play! When you feed her she insists on giving you a few kisses as if to say thank you.  In her foster home she gets along with catsand other respectful dogs! And she has been enjoying living with a ten year old human foster sibling.   Snow is ready to find her forever home! Could that be you??  For more information about Snow, you can contact her foster family at wildcard_f@yahoo.com."
93,"Heddy is a bit of a tough nut to crack since she's still figuring out how she feels about humans and is mostly very shy and wary, but she shows a ton of promise as a very caring and gentle addition to a family. She's not at all aggressive and is obviously a very gentle animal. She loves playing with her canine friends and it's enjoyable to see her getting so much out of their wrestling matches. She very much seems to want to be able to love and interact with her human family but just hasn't finished figuring out how to do that and to establish her full confidence level in that role. If given a lot of patience, care, and a calm environment, she will definitely continue to blossom over time into a heart warming addition to a family that loves her. She also has an adorable tail that curls up and around into a complete circle when she is feeling confident. And she doesn't mind living with cats! She'd love to live with a family that already has dogs so that she can continue her journey to loving and trusting us human creatures!  Reach out to her foster parents to learn more about Heddy, at looklita@gmail.com"
94,"Brenda is a fun-loving eight year old looking for a couch (and a family) to call her own. She enjoys a daily walk with plenty of breaks to stop and smell the flowers and afterward enjoys a nap in the sun or on the couch with a cozy blanket (depending on the season). Brenda has excellent manners on leash and in the house and enjoys a game of fetch or tug every now and then to keep life interesting! Brenda would prefer to have your love to herself and would do best in a home without other pets or very small kids.   For more information, email her foster family at emily_s@utexas.edu or caring@classiccanines.org"
95,I am front declawed!
96,"Chopper is a spirited senior who LOVES belly rubs, napping, and going for walks. Chopper has lived with cats, dogs, and kids! In his foster home, he likes carrying around his toys and sleeping on his dog bed. He's great with baths and walks and meal time. Chopper LOVES going on his evening walks, he waits excitedly by his leash, wagging his tail. He also enjoys sunbathing and squeaky toys. :)  For more info about Chopper, email his foster mom at halexander83@gmail.com or Classic Canines at caring@classiccanines.org"
97,"A letter from Daisy's foster mom:  Daisy is by far my favorite foster ever.  I cannot keep her, but I hope to find her a fantastic home where she can live out her days happily and loved.  Daisy loves people and seeks affection from anyone she meets.  Daisy likes to lean against her people or sit down on their feet to make sure that theyâre as close as possible.  Daisy also likes to bury her head against her people to feel completely submerged in their affection.  Daisy also has a very enthusiastic wag, it takes over her entire body and she seems a bit befuddled as to why she canât walk straight.    Daisy is generally a low energy dog but she enjoys a bit of energetic play time each morning and evening.  She loves her rope toys and will play with them by herself (tossing, shaking, and chewing) or with her people (playing tug).  She also enjoys chewing on tennis balls.    For treats, Daisyâs most favorite treat is the bully stick, but sheâs treat motivated and is willing to try anything once (and most things more often).  Daisy rarely barks but will alert bark if a stranger comes on the property.  When sheâs just hanging around the house, Daisy has a lot to say, she has a wide variety of grunts, grumbles, guffaws and other quiet vocalizations that she uses to talk to her people.  Daisy has good house manners and is fully house trained.  Sheâs also crate trained, enjoys napping in her crate often during the day, and is trustworthy when left alone uncrated.  Daisy has lived with another dog in the past, but sheâs selective about her dog friends so a meet and greet is recommended.  Sheâs a Classic Canine so she comes with lots of extra love and support.  Daisy is suitable for particularly big-hearted adopters who can look past the physical imperfections that make her look like she fell out of the bottom of the ding and dent bin.  On the inside, sheâs a beautiful dog.  On the outside, sheâs missing half an ear, has kinked tail, and a loose undercarriage from nursing many puppies.  Any adopter who can look past that will see that Daisy is a gem.  If you want to meet Daisy and learn more, email caring@classiccanines.org"
98,"I have my own webpage!   I'm a little scared here, but I love being petted and brushed!"
99,"I have my own webpage!   I'm shy and scared, but I'll warm up to you!"
100,"I have my own webpage!   I'm very sweet, just a little shy at first!"
101,"Meet Patches! She's dancing right into the best kind of rain showers, the fun kind! She's a water baby and speaking of babies, she loves kids! She wishes she may, wishes she might, have her very own human kids one day! Pretty please!! She's best as the only animal entertainer in the home andâ¦ entertain she will! Grant her the limelight and she'll charm and delight. She doesn't mind dressing up in silly costumes or wearing sunglasses, in fact, she seems to enjoy it! Patches earned the title of Senior Prom Queen during June's Senior Prom at AAC! This queen deserves a permanent castle!  Patches is a Classic Canine which means that when you adopt her you get lots of support to answer any questions and help ease you in to having a new companion. You also get some nice doggy goodies and a bunch of grateful hugs from staff and volunteers should you choose to accept them.  Contact classiccaninesatx@yahoo.com if you are interested in being Patches new family. Thank you!"
102,"Adelia is currently living in a foster home and her foster mom has this to say about her:  Adelia (also known as 'Deli', 'Lil Deli', or 'Couch Bear') is friendly, affectionate, loves her walks but also loves lounging on the couch and snuggling (hence the nickname 'Couch Bear'), loves her people (always following around/wants to be nearby), and is perfectly adorable! When she gets very excited, she tap dances moving and tapping her front feet really quickly. Also, every morning when she wakes up, she stretches and then army crawls across the bed or floor before finally deciding to stand up. SO CUTE!!  Adelia is looking for a forever home, so contact her foster mom at ginadestaffany@gmail.com to adopt this cute Couch Bear!  Check out Adelia playing with her foster sister!"
103,I have my own webpage!   I'll be much more relaxed and friendly away from the shelter and all these cats!
104,"Outgoing, Goofy, Cat-Social Holly George has the cutest booty! He is an orange tabby/Manx mix so his tail is super short, giving him an adorable bunny bum. He is affectionate with all people and loves to be petted. In fact, he will tap you on the arm to request for you to pet him! He also will give you nose kisses - touch his nose gently and sweetly to yours - to let you know how much he loves you. Super sweet and loving! Holly George has Manx Syndrome; basically, the gene that gave him his short tail also shortened his spine, which caused him to be incontinent and unable to pee on his own. This is where you come in! His human needs to 'express - apply light pressure in a particular way - Holly George's bladder a few times a day to help him urinate. For more information, please contact APA! In addition to people, Holly George is social with other cats, too, and would love to have a feline buddy (or two) to hang out with in his new home. He has grown up around cats of all ages and accepts all of them. He will snuggle with them and groom them, and he will play with them, too! He also likes a variety of toys - balls, string toys, feather toys - and a scratching post to scratch and climb. He is young and active! Holly George has some special needs, and we think the perfect home for him is with patient people who will love and appreciate him! His human companion should be able to express his bladder and keep him clean (he is a little sensitive around his back end, so he likes to be handled gently); other than that, all Holly George needs is company, love and affection, and to be played with. He would be best with adults and young adults, rather than little kids. Though Holly George is friendly and outgoing, he likely will need time to adapt to his new home and family. But once he is comfortable, we think you will agree that he is an over-the-top wonderful cat! Contact us today for more information, and to set up a meet and greet. All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information or to meet Holly George, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
105,"Shy, Quiet, Playful Ellsworth is a cutie-pie tabby cat with a lot of love to give! He has a calm and sweet demeanor that makes him a wonderful companion cat. This little cuddle monster has some special needs, which has made him one of our longest-stay cats. All Ellsworth wants is a home of his own. Ellsworth was born with Manx Syndrome, a defect that causes him to be incontinent. This means he needs a compassionate owner who will help him express his urine a few times a day; this sounds harder than it actually is, and APA! will provide instruction on how to do it. Ellsworth doesn't have a tail, which is totally cute, but it is also helpful in keeping him clean - he is so accommodating! He was also born with a short rear leg that gives him the gait of a hopping bunny. None of this stops him from his quest of being a cute, playful and loving kitty. Ellsworth would do well in any home with a caretaker committed to his special needs. Do you have room in your heart for boy? All APA! kittens are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information or to meet Ellsworth, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
106,"Affectionate, Gentle, Lap Cat We might not be the most objective, but we think Hayden is the most handsomest cat on the planet! He is always dressed to the nines in a tasteful gray tux. But it's not all about his looks - he's a well-mannered gentleman. He uses the litter box like a gent, and he minds the furniture as well. Hayden loves being around people because 1) they have a lap, and 2) they give pets! In his world, head scratches are the best. (Or maybe belly rubs are the best. Hmmm, more research required...!) He will step over your tummy or laptop, if you're working, to get your attention. But he is super sweet and not pushy about it. And no matter how much you want to pet him, he can take it; bring on the petting! He's an affectionate and distinguished cuddler, and if he could talk, he'd probably recite a bit of Shelley or Byron while lounging in your lap. He's a classic dude. Hayden has diabetes and requires some extra medical care, which may include regulated diet and/or insulin. For more information, please contact APA! He is splendid about taking his medicine, and will beg for food, which he likes to savor slowly, with periodic sips of water. Similarly, Hayden plays some, but it's like you are recording him in slow motion! He is entertaining to watch - and calming, because it's at a measured pace, not a crazy-kitten pace. We have never seen him anything but mellow, unless the puppy in his foster home insists on bothering him, then Hayden has to put his paw down to such shenanigans. You might not be surprised that Hayden is a Master Sleeper; he has perfected that and indulges in it as often as possible! His ideal home would be with someone who would love him and give him affection. He would do likely be fine with other pets, and even kids. Contact us today to set up a meet and greet! All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information or to meet Hayden, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
107,"Short, stocky and totally adorable, Sparky is a loyal and affectionate friend who would love to be the next resident of your household. He's currently living in a foster home and they can attest that he'll make a lucky family very happy when he moves in! Sparky's foster mom says he's one of the most cuddly dogs she's ever known and has the perfect activity level. He enjoys long walks or short jogs, but he doesn't need to be constantly burning off extra energy. He can also entertain himself and he loves to toss his toys in the air and then go track them down. He also enjoys a round of tug of war and kind of playing fetch - Sparky will bring you a toy, you throw it, he will go sit with it for a while, then bring you a different toy, or just throw the toy to himself because why not? Feel free to try to teach him the rest of the rules of the game! Sparky also has excellent manners in the home. He's house and crate-trained but does great left alone outside of one and hasn't show any destructive tendencies. But he really prefers having his favorite people around, even if he's just chilling nearby while they work. Sparky takes some time to warm up to new people, but once he trusts you, he's as loyal and kind as can be. He's very affectionate and loves to curl up with his favorite humans and definitely thinks he's a lap dog. He loves to lay his head in his person's lap while they stroke his head or just snuggle on the bed or couch. If there's only a tiny little space there for him, Sparky says he can make it work! He also walks well on leash and knows 'sit' and 'come'. Sparky will make a fantastic companion to the right family. Come meet him and see if this big cuddlebug is right for yours! 10/27/18 5:24 AM"
108,"You know how people say 'There's one in every family?' That quirky uncle or strange cousin who is very particular about tiny details or has very strong opinions on any number of obscure topics? Mickey is that one. He's a bit of an oddball. But like that crazy uncle, he will give you a lifetime of great stories to tell. What is so odd about Mickey? For one, he has fallen in love with a bit of red felt that was pulled off of another toy. Not the toy. Just this little scrap of red felt. It is his precious. He cuddles with it. Wrestles with it. Just the piece of red felt. His second favorite game is to steal the bones of the bigger dogs he lives with and hide them under the TV. Same spot, every time. This is the height of hilarity for Mickey. It takes time for Mickey to warm up to people, but once you enter his circle of trust, he really comes to depend on you. He loves to cuddle (on his terms), follow you around, and be near you. Any person, thing or experience that is not you will be greeted with anxiety and suspicion. If you're around to assure him things are OK, then he settles quickly. Mickey thrives on routine. The more he can predict what will happen, the happier he will be. He is house-trained, knows sit, come, no and 'bed time.' He probably would love to learn any number of commands. The more he understands, the less surprises in store. He is pretty good on a leash, and about medium energy for his size. He loves a good play session but is mostly content to lounge and sunbathe. His perfect home would be one with another dog to keep him company when the humans are away. Preferably another dog with a high tolerance for antics. Mickey is not a dog that will fall instantly in love with you. It will take time and patience to build that bond. But you will be rewarded for that patience with a fun and funny guy with endless loyalty, love and great stories to tell. Mickey is an adventure. If he sounds like one worth taking, come meet him! 10/27/18 5:24 AM"
109,"Rufus is like that goofy friend of yours who is always cracking you up and whose zest for life is contagious! Rufus is happy doing just about anything - whether that's zooming around the yard, chasing tennis balls, or lounging in mud puddles like the cutest little hippo you've ever seen. Once he gets a few zoomies out of the way, he's ready to lounge around and watch a Netflix marathon. But no matter what he's doing, he's doing it with a huge grin and a huge tongue hanging out! His big smile and his wiggly butt are hard to resist. Rufus walks great on leash. He will happily hang out in his crate, but most of the time he doesn't need it - he stays home alone loose in the apartment while his foster parents are at work. He doesn't get on the furniture and has learned to stay out of certain areas of the house, like the kitchen. He loves attention and is especially fond of men. Very laid back and affectionate, Rufus loves to lay close by his people and gently remind them that they should be scratching his belly. But he also enjoys his alone time and will lounge on his bed or look out the window quietly while his people do things around the house. He's so happy to see his people every time they come home, he can't help doing a couple zoomies before rolling over for belly rubs. His quirks include laying with his feet sticking straight out behind him from under his chubby rear end and he often has very exciting dreams and makes adorable little barking and howling noises. APA!'s favorite little hippo lives big and loves big. We can't wait for him to get into a home where his big love is reciprocated and where he gets all the snuggling he can handle. Come meet this goofy charmer today! 10/27/18 5:24 AM"
110,"Sweet, cuddly, quiet If ever there was a kitty that could use the warmth, patience and understanding of a loving home, it's this 7-year-old sweetie-pie named Coco. When Coco first arrived at APA! she not only had arthritis and a congenital bone deformity in her front feet, she was thin enough to need some extra nutrition as well. So in addition to pain meds for her arthritis, Coco also requires a special prescription diet of both wet and dry food to keep her gaining weight and improving her overall health. And so far, so good. Yet even with all that stacked against her, Coco has proven herself to be the sweetest, most mellow and affectionate companion anyone could wish for. After just a few weeks of shyness with her current foster, her comfort and confidence level has risen dramatically. Sure, Coco's oddly shaped front feet slow her down a bit compared to other kitties, but it sure doesn't keep her from zipping to her food dish at mealtime! (Guess she likes that special diet.) She needs help getting up onto the bed she likes to cuddle on, but she can jump down just fine. And not being a staircase-bounder-upper gives her that much more time for some of her favorite things: making biscuits on a nice, soft blanket; napping like an orange fluff ball in her cat bed; sitting and/or sleeping next to her favorite humans; being held like a baby and having her head and ears rubbed...and rubbed...and, oh yes, let's rub them some more! Because Coco was once bullied by another cat, we recommend that her adoptive home be feline-free, with maybe a small, boundary observing dog as a four-legged friend. As for children, the older and gentler variety would be best. Finally, to that one special family reading this right now, we can say with certainty that your willingness to welcome a kitty like Coco into your home will be repaid many times over in warm and loving companionship All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information, or to meet Coco, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
111,"Zany, Entertaining, Master Biscuit Maker Macadamia may be a little old lady on the outside, but she is a fierce kitten at heart! Her sense of adventure is ever-present, and Macadamia loves to scope out every inch of the room she is in. This is her favorite way to play and use the space provided to her! Her unique and friendly personality more than makes up for her tiny stature. Macadamia has a lot of love to give, and will especially welcome her human's company. She will reward your presence with ample biscuits! Extra affection will come your way if you provide a lap or spot next to you for her to sit while giving her chin scratches! She will make a point to be underfoot, so be ready to stay on your toes! Just don't attempt to pick her up, that may be the only time she uses her voice in protest. Macadamia would love a forever home full of scratching pads and hidey hole beds (her favorite!) and she will never say no to a treat. She has been around other cats and kittens her whole time at APA! and while she is not quite playful, she can certainly get along with most everyone! She may need to remind other kitties with a quick paw that though she is small, she is not one to be messed with! She has not met any kids, but could potentially do well with older, respectful children. Same goes for dogs, though she may try and boss them around! Macadamia's spirit has never dwindled! She is still as curious as ever. Her walk may be wobbly at times, but it hasn't gotten in the way of any of her adventures! She may occasionally miss the litterbox, but she is on some medication for urinary problems, and doesn't make it difficult to administer them! Macadamia is looking for a home filled with love (and food!), and is excited to start breaking in all her forever human's cushions with her master biscuit making skills! Macadamia is FeLV+ (Feline Leukemia Virus), which causes a weakened immune system and requires special care. APA! provides some medical assistance after adoption. Cats with FeLV typically have a shortened lifespan. Macadamia is not contagious to people or dogs, but should live only with other FeLV+ cats. For more information, please contact APA! or read more by our Partner, Best Friends Animal Society: http://bit.ly/2FwYCxR All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information or to meet Macadamia, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
112,"This handsome tall drink of water is Rio! His interests include fetch, swimming, fetch, treats, fetch, and gently leaning into your leg for pets. We should also mention that he loves playing fetch and will regularly do leaps and flips in the air trying to catch the ball. And he's really great at bringing the ball back to you and dropping it. If he thinks you don't see the ball on the ground, he'll politely pick it up and set it in your lap. Rio manages to keep the game going with even the laziest of tennis ball throwers! True to his name, Rio also really LOVES being in the water! Whether you're hosing him off or taking him for a dip in a pool or creek, he'll take all the water time he can get. And while he is incredibly energetic when playing with a ball or in the water, when he's all tuckered out, he's happy to hang out with his person and snuggling. Rio can be aloof with people he doesn't know, but he warms up quickly and before long he's asking for belly rubs and cuddles. Rio's a big guy, but he is very easy to walk on leash and enjoys going a nice quiet walk around the neighborhood, taking in all the sights and smells while staying by your side at a nice pace. He's also a smart pup who sits politely for treats and recently became TOP Dog Ready, which means he has already learned all the skills in his training plan in APA!'s Total Obedience Program. The Total Obedience Program (TOP) is modeled after the AKC's Canine Good Citizen (CGC) test. As a TOP dog, Rio has a personalized training plan and works with a volunteer trainer several times a week to help him learn the skills to become the best dog he can be! Dogs in the program learn skills including sitting calmly when approached by strangers, calmly walking past another dog, staying in a sit or down until told 'free,' and coming when called. In addition, Rio has also learned 'Place'. Rio has worked hard to become a wonderful companion, and as a part of APA's Total Obedience Program you can work with APA staff to continue to build a training relationship with Rio after adoption and master all the TOP dog skills together. Check out a video on APA's CGC program, on which the TOP was based: https://vimeo.com/89434193 Rio's an easy friend who's easy to please and he's more than ready to move on to his forever home. Come meet this handsome guy today! 10/27/18 5:24 AM"
113,"Tito is a very friendly little guy who gets along famously with just about anybody! He is good with other dogs, but especially likes lady dogs. And don't let this sweet boy fool you. While he does tend to be a more low key and naps-on-the-couch kind of guy, he likes to play with his foster sisters and enthusiastically takes up a regular patrol around the fenced back yard. Tito is a real goofball and will make you laugh with his silly antics and seems to go out of his way to brighten up your day. His mind is always going going going and you can tell he is very aware of his surroundings and likes to check everything out. Tito freely gives his love to everyone, but especially to those he bonds with and he's a real snuggle bug. Everything he does is cute, from the way he curls up in his bed to the way he gently paws at his face when he's sleepy to the little barks he uses to talk with you. His favorite thing - other than food - is his curling up in his bed and blanket and he is totally fine with sharing. He does tend to get overly excited about treats, but he has not shown any resource guarding behavior regarding food and he understands gently taking them from the palm of your hand. All of the dogs in the home are fed separately and Tito goes right to his spot for meals. Tito has congestive heart failure, so he does require daily medications along with frequent potty breaks. It's hard to believe he has any medical issues with his outgoing and lively personality. A home with access to a yard and some napping space is all Tito needs to thrive. But don't take our word for it, go visit Tito in his foster home and fall in love with him today! 10/27/18 5:24 AM"
114,"This honorable gentleman is loyal, loving, curious, and very attentive! Much like a Boy Scout, our Faraon enjoys going on adventures. Exploring with him is easy; he's great on a leash, responds when called and enjoys carrying supplies for the team. After some exploring, Faraon likes to relax, and you'll often find him chilling on the carpet or in his crate, but never on the furniture. His respect for household objects would make anyone proud. Faraon's intelligence, eagerness to please and his sweet-tooth have made him a joy to train. Not only does Faraon know basic commands such as 'Sit,' 'Down,' 'Stay,' 'Relax'; but also 'Home,' 'Heel,' 'Spin,' and 'Touch'! With this smart pup's insatiable appetite for learning, it's no surprise that Faraon has excelled in APA!'s Total Obedience Program (TOP), which is modeled after the AKC's Canine Good Citizen (CGC) test. As a TOP Dog, Faraon has a personalized training plan and works with a volunteer trainer several times a week to help him learn the skills to become the best dog he can be! Faraon is now TOP Dog Ready, which means he has already learned all the skills in his training plan, including walking nicely on leash, sitting calmly when approached by strangers, calmly walking past another dog, staying in a sit or down until told 'free,' coming when called and 'place, which means he will go to a special spot in your home on command. Faraon has worked hard to become a wonderful companion, and as a part of APA's Total Obedience Program you can work with APA staff to continue to build a training relationship with Faraon after adoption and master all the TOP dog skills together. Check out a video on APA's CGC program, on which the TOP was based: https://vimeo.com/89434193 Faraon is a model dog that would love nothing more than to be your one and only. Come meet this amazing pup! 10/27/18 5:24 AM"
115,"Like a fine spirit, Whiskey just keeps getting better with age! Whiskey is full of boundless love, loyalty, and affection. He is constantly rolling on the ground for belly rubs, especially if he can you think he's been a good boy about something - he rolls right over to get his reward. And you'd be doing that a lot because he IS a good boy. Whiskey is really smart and has a lot of skills under his belt - sit, down, place, come - he knows them all! Whiskey is also house-trained and does well in his crate. When out of the crate, he knows what toys he can play with and what things are off limits. Though he loves a good romp or a game of fetch, he is equally fond of naps and lounging on the couch. Really, just being with his people is his favorite thing. He's just the most affectionate little love muffin you'll ever meet. Need a partner for outdoor adventures? Whiskey is ready to explore the hidden gems of Austin for hiking and swimming. He really likes to get away from the excitement of Lady Bird Lake to see what else is out there. He's also game for a good game of fetch as long as every adventure ends with a nice long nap on the couch, snuggled next to his number one buddy. With his smoky brown eyes, he looks up to you for guidance in every situation. With a subtle cue from you, he'll show you all his skills. This sweet boy will keep you balanced - lots of one-on-one time snuggling on the couch and a fond farewell when you go out to visit with friends. He will always be waiting for you when you come back - holding down the home front while you're away. Whether you leave him in his crate or asleep on the couch, he knows what's his and what's yours. Whiskey is also in the Total Obedience Program. The Total Obedience Program (TOP) is modeled after the AKC's Canine Good Citizen (CGC) test. As a TOP dog, Whiskey has a personalized training plan and works with a volunteer trainer several times a week to help him learn the skills to become the best dog he can be! Whiskey is now TOP Dog Ready, which means he has already learned all the skills in his training plan, including walking nicely on leash, sitting calmly when approached by strangers, calmly walking past another dog, staying in a sit or down until told 'free,' coming when called and 'Place', which means Whiskey will go to a special place in your home on command. Whiskey has worked hard to become a wonderful pet and as a part of APA's Total Obedience Program you can work with APA staff to continue to build a training relationship with Whiskey after adoption and master all the TOP dog skills together. Check out a video on APA's CGC program, on which the TOP was based: https://vimeo.com/89434193 Whiskey's the type of dog who totally knows when you had a bad day, and will up his snuggle game accordingly. He is for someone who is looking for a soulmate. If you think you're in the market, you should come meet him! 10/27/18 5:24 AM"
116,"If we could learn one thing from dogs, it is to learn to enjoy the little things in life. Is it as simple as stopping to smell every blade of grass? Or finding joy in a tennis ball flying through the air? Chubbs will show you how to love life for the little things. He adores chasing balls, then settling down for all kinds of love. Once you've earned his trust, Chubb's fun loving personality really begins to shine. He'll let you rub his speckled belly and rub his soft ears, and he's not above telling you that you are not nearly finished with the belly rubs should you stop too soon! Each and every day, Chubbs finds something else to enjoy. Maybe it's learning a new trick like place or a new tree he's never sniffed before but he teaches us to always stop and find the joy. If you want to find the way to Chubb's heart, it's definitely through his stomach. He'll roll out his whole bag of tricks for a delicious treat. First a sit where his little bottom starts wiggling. Then a paw, oh, wait the other paw too just in case! Then he'll show off by plopping into a down and crawling forward until his frog legs are stretched out behind him. You'll quickly be handing out the treats with each new trick! This smart pup is also thriving in APA!'s Total Obedience Program. The Total Obedience Program (TOP) is modeled after the AKC's Canine Good Citizen (CGC) test. As a TOP dog, Chubbs has a personalized training plan and works with a volunteer trainer several times a week to help him learn the skills to become the best dog he can be! Chubbs is learning skills like sit and down, walking nicely on leash, sitting calmly when approached by strangers or other dogs, staying in a sit or down until told 'free,' coming when called and 'Place', which means he will go to a specific place in your home on command. Once Chubbs successfully completes all the skills on his training plan, he will be considered TOP Dog Ready! Chubbs is working hard to become a wonderful companion, and as a part of APA's Total Obedience Program you can work with APA staff to continue to build a training relationship with Chubbs after adoption and master all the TOP dog skills together. Check out a video on APA's CGC program, on which the TOP was based: https://vimeo.com/89434193 If you would like to play and cuddle to your heart's content with an appreciative, happy, goofy, adorable, wonderful dog who would like nothing more than to be yours forever, come meet Chubbs! 10/27/18 5:24 AM"
117,Galveston Island Humane 10/27/18 5:24 AM
118,Galveston Island Humane 10/27/18 5:24 AM
119,Galveston Island Humane 10/27/18 5:24 AM
120,"Big, loving, chill! Joey is a handsome gray and white guy who is here to chill! This older man is a little timid and has been known to hiss if he is feeling unsure, but once you gain his trust all he wants is to be near you! He is not a super playful or vocal guy. He loves to cuddle and eat! He's living his best life when he gets to do those two things! Remember the old saying that the way to a man's heart is through his stomach? Well, that describes Joey to a T. When Joey gets food he really likes, that's when he starts to warm up to you and become a full-time cuddler. Joey would do well in a relaxed home with a furrever human who is willing to wait for him to warm up and feel secure. Joey would also love a home where he can gets lots of his favorite things-pets and treats! All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information or to meet Joey, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
121,"Old Man Logan is a healthy FIV+ (Feline Immunodeficiency Virus) cat. FIV+ cats typically live long, healthy lives! For more information, please contact APA! or read this FAQ: http://bit.ly/2DPxI43 All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information, or to meet Old Man Logan, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
122,"Sassy, independent, beautiful! Are you looking for a cat that can match your personality? Look no further than sassy Sasha! Little miss Sasha is a beauty queen that knows what she wants. But no worries, she becomes a cuddle bug once she gets to know you! Sasha is very affectionate, especially when you are getting ready to leave the house and when you first get home! She loves to rub against your legs and shoes. She likes to play with her toys and laze around during the day and then she gets the zoomies at night! Sasha is so pretty! Her fur is shiny and soft and she has a little bald spot on her nose that looks like a star or a heart. Her eyes are also super pretty! Sasha may be a little cold on the outside, but she's very warm on the inside when she gets to know you. She is a little protective and will let you pet her more once she starts to trust you. Sasha would do well in a home without other cats and with an owner who gives her space at times. She would also love to have a places where she can walk around and explore since she's an adventurous cat! All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information or to meet Sasha, please email adopt@austinpetsalive.org. 10/27/18 5:24 AM"
123,"Cuddly, Curious, All About You Leslie lives for your love! She's just so interested in everything you do that she always wants to be near you. If you're standing, she'll rub around your ankles and purr to ask for pets. If you're sitting at your desk, she'll lie at your feet or sit on your desk next to you, perhaps gently nudging your hand with her head. And if you're lounging on the couch or in bed, she'll purr her delight non-stop as she snuggles next to you. Love isn't a one-way street with this girl. One of the most amazing things about Leslie is that she can tell if you're sad or stressed, and if you are, she'll be right there with you to purr and cuddle your sadness away! She loves you so much that sometimes she'll gently take your finger or hand in her mouth as if she's literally trying to taste you! But don't worry, she won't bite you - she had a history of dental problems, which required that she have teeth extracted. She feels soooo much better now! Leslie enjoys gazing out the window and strolling around her home to explore her surroundings and find sweet napping and hiding spots. She rarely runs or leaps around, and she isn't really interested in toys. They're nowhere near as interesting as you are! She is talkative, and will let you know if she's hungry or in need of snuggles. Leslie's ideal home would be one where someone is around more often than not to give her all the love and attention she craves. In return, she'll shower you with love and soothe you whenever you're sad or stressed. All APA! cats are fully vetted, spayed or neutered, and have updated vaccines and a microchip. Lifetime support is offered by our Cat Behavior Team. For further information or to meet Leslie, please email us at adopt@austinpetsalive.org. 10/27/18 5:24 AM"
124,"Kit is a very distinguished gentleman. He has a regal look to him, but not so regal that he doesn't appreciate a good butt scratch! Kit is so overjoyed by a good butt scratch that he folds himself up into a fat furry donut of love and happiness when he gets them. Belly rubs too. It's not uncommon to look over and see Kit sitting nearby with a big smile on his face, waiting for you to give him some. This handsome guy is a huge fan of people and will follow you around the house and nudge you with his nose to let you know it's time for pets if it's been a while. And as long as Kit gets a healthy dose of affection, he's generally happy to lay by your feet while you work or watch tv. Kit really loves walking around with tennis balls in his mouth, and he'll even carefully select one out before he goes for a walk: 'Hmm, what are we in the mood for today, old chap? Perhaps a Penn 100? Smells like it was a good year.' Kit's also a pretty low maintenance pup to have around. He has wonderful manners in the home, he's house-trained and will tell you when he needs to go out. He walks great on leash as long as you keep an eye out for squirrels (this boy gets very excited about those darn squirrels), he knows 'sit' and is perfectly well-behaved when left home alone. Kit's one of those dogs who can't help but bring a smile to your face. And who doesn't need more of that in their life? Come meet this great pup! 10/27/18 5:24 AM"
